date,time,lat,lon,alt
2023-02-16,13:20:59,40.5333482929162,-86.98374889480084,0.0
2023-02-16,13:21:01,40.5333482929162,-86.98374889480084,0.0
2023-02-16,13:21:03,40.533346516924446,-86.98374874569006,0.699999988079071
2023-02-16,13:21:05,40.5333182243921,-86.98374598606384,1.7000000476837158
2023-02-16,13:21:07,40.53318988221008,-86.98373578837416,2.799999952316284
2023-02-16,13:21:09,40.5330003352144,-86.98372410793932,3.900000095367432
2023-02-16,13:21:11,40.53278470332492,-86.9837129791029,5.0
2023-02-16,13:21:13,40.53255948934636,-86.98370212774503,6.199999809265137
2023-02-16,13:21:15,40.53233091569796,-86.9836915442177,7.400000095367432
2023-02-16,13:21:17,40.53210113794027,-86.98368126501671,8.699999809265137
2023-02-16,13:21:19,40.531870879676575,-86.9836713106449,10.0
2023-02-16,13:21:21,40.53164037852123,-86.98366169583888,11.5
2023-02-16,13:21:23,40.53140969464886,-86.98365244687689,13.0
2023-02-16,13:21:25,40.53117882161708,-86.98364358650105,14.600000381469728
2023-02-16,13:21:27,40.530947748186,-86.98363512774073,16.299999237060547
2023-02-16,13:21:29,40.53071645996303,-86.98362709732551,18.200000762939453
2023-02-16,13:21:31,40.53048488608194,-86.98361952651618,20.200000762939453
2023-02-16,13:21:33,40.53025294868583,-86.98361245101312,22.5
2023-02-16,13:21:35,40.530020521394256,-86.98360592474648,25.0
2023-02-16,13:21:37,40.52978742244972,-86.98360002029905,28.0
2023-02-16,13:21:39,40.52955328395087,-86.98359482917536,31.600000381469727
2023-02-16,13:21:41,40.52931880798067,-86.98359142802323,36.0
2023-02-16,13:21:43,40.52920711812324,-86.98371089265349,38.29999923706055
2023-02-16,13:21:45,40.52926380645618,-86.98397013192606,40.400001525878906
2023-02-16,13:21:47,40.529367974348666,-86.98425272369124,42.5
2023-02-16,13:21:49,40.529484293951135,-86.98456472169309,44.900001525878906
2023-02-16,13:21:51,40.529596000257214,-86.9848612812217,47.29999923706055
2023-02-16,13:21:53,40.52970870307698,-86.98515721323095,49.70000076293945
2023-02-16,13:21:55,40.5298221962541,-86.98545173697994,52.29999923706055
2023-02-16,13:21:57,40.529937119640834,-86.9857462626469,54.900001525878906
2023-02-16,13:21:59,40.53005326351695,-86.98603996570604,57.59999847412109
2023-02-16,13:22:01,40.53017072026901,-86.98633277401605,60.400001525878906
2023-02-16,13:22:03,40.53028957789727,-86.986624609123,63.400001525878906
2023-02-16,13:22:05,40.53040995044565,-86.9869153807378,66.5
2023-02-16,13:22:07,40.53053195853754,-86.987204994693,69.69999694824219
2023-02-16,13:22:09,40.53065574280886,-86.98749330754171,73.0999984741211
2023-02-16,13:22:11,40.530781451297386,-86.98778020757545,76.69999694824219
2023-02-16,13:22:13,40.53090928549902,-86.98806550506353,80.5
2023-02-16,13:22:15,40.531039454037405,-86.98834900919186,84.5999984741211
2023-02-16,13:22:17,40.53117226505047,-86.98863044300595,89.0
2023-02-16,13:22:19,40.531308040931634,-86.98890947391351,93.8000030517578
2023-02-16,13:22:21,40.53143944311833,-86.9891717889056,98.5999984741211
2023-02-16,13:22:23,40.53148834438901,-86.98946694796184,98.6999969482422
2023-02-16,13:22:25,40.531457802135385,-86.98979096399177,98.4000015258789
2023-02-16,13:22:27,40.53142493651079,-86.99011817242636,98.1999969482422
2023-02-16,13:22:29,40.53139164459217,-86.99044538932282,97.9000015258789
2023-02-16,13:22:31,40.5313579259683,-86.99077260591132,97.5
2023-02-16,13:22:33,40.53132377625289,-86.99109982161544,97.1999969482422
2023-02-16,13:22:35,40.5312893523934,-86.99142574989345,96.9000015258789
2023-02-16,13:22:37,40.53125439052618,-86.99175233730243,96.5999984741211
2023-02-16,13:22:39,40.53121885610908,-86.99207955195548,96.1999969482422
2023-02-16,13:22:41,40.5311828039709,-86.9924067662493,95.8000030517578
2023-02-16,13:22:43,40.53114620464116,-86.99273398018384,95.4000015258789
2023-02-16,13:22:45,40.53110901069294,-86.99306119375916,95.0
2023-02-16,13:22:47,40.53107118031925,-86.99338840697523,94.5999984741211
2023-02-16,13:22:49,40.531032660199095,-86.99371532045917,94.1999969482422
2023-02-16,13:22:51,40.53099336356586,-86.99404195585291,93.6999969482422
2023-02-16,13:22:53,40.53095322695521,-86.9943685900552,93.1999969482422
2023-02-16,13:22:55,40.5309121431768,-86.99469505504497,92.5999984741211
2023-02-16,13:22:57,40.5308699751586,-86.99502111132479,92.0999984741211
2023-02-16,13:22:59,40.53082656170388,-86.99534705321771,91.4000015258789
2023-02-16,13:23:01,40.53077845079055,-86.99566894539504,90.9000015258789
2023-02-16,13:23:03,40.53063230705486,-86.99585702092425,92.0
2023-02-16,13:23:05,40.530400360063695,-86.99594873209706,93.0999984741211
2023-02-16,13:23:07,40.53015817433986,-86.99603465435023,94.1999969482422
2023-02-16,13:23:09,40.52991559741243,-86.99611951220051,95.4000015258789
2023-02-16,13:23:11,40.5296848319822,-86.99619909243673,96.5
2023-02-16,13:23:13,40.5294294029067,-86.9962858212304,97.8000030517578
2023-02-16,13:23:15,40.52918582754658,-86.99636711418846,99.0999984741211
2023-02-16,13:23:17,40.52894191553754,-86.99644713073971,100.4000015258789
2023-02-16,13:23:19,40.5286977080012,-86.99652580110549,101.8000030517578
2023-02-16,13:23:21,40.52845318739232,-86.99660286039774,103.3000030517578
2023-02-16,13:23:23,40.52820841018461,-86.99667844656608,104.8000030517578
2023-02-16,13:23:25,40.52796321572962,-86.99675248085755,106.4000015258789
2023-02-16,13:23:27,40.52771771204011,-86.99682468137387,108.0999984741211
2023-02-16,13:23:29,40.5274719035024,-86.99689511406994,109.9000015258789
2023-02-16,13:23:31,40.527225770926414,-86.99696363758285,111.8000030517578
2023-02-16,13:23:33,40.52697976336011,-86.99703019999745,113.9000015258789
2023-02-16,13:23:35,40.52673107137509,-86.99709799540263,116.3000030517578
2023-02-16,13:23:37,40.52651080538856,-86.99715585522657,118.5999984741211
2023-02-16,13:23:39,40.52628007203318,-86.9972134046114,121.3000030517578
2023-02-16,13:23:41,40.526042090856926,-86.99727277421862,124.1999969482422
2023-02-16,13:23:43,40.5259508732561,-86.99744127374237,124.8000030517578
2023-02-16,13:23:45,40.526000169842526,-86.9977132277133,125.5
2023-02-16,13:23:47,40.52608939496425,-86.9980392296229,126.3000030517578
2023-02-16,13:23:49,40.52617525633827,-86.99834970717917,127.0
2023-02-16,13:23:51,40.526262036094906,-86.9986601855145,127.8000030517578
2023-02-16,13:23:53,40.526349813187664,-86.99897010462783,128.60000610351562
2023-02-16,13:23:55,40.52643839023282,-86.99927843475402,129.5
2023-02-16,13:23:57,40.52652849426044,-86.99958749136216,130.39999389648438
